ID,Puzzle,Difficulty
8169,.....6..8..5.8.4..7.1.5...68..2.7...49...........1..2..7..23...6.....3..1...4...2,3.2
8170,3.....2.1.......6..1...23.515.6..8..9.7.35..6...9..1....3.46......2.9...7.5......,3.2
8171,..3....1667.......1...823...9.17.6.4...9.....4.7.6...97.5.....8.3........1.5.8...,3.2
8172,174..........159....8....2...2.3.8.6..5..6...................6585.2..1....7.9...8,3.2
8173,.....6..792..........4....8.....1.2.38......6..5.....9.9..3..6...1.2.8..8.2..9.5.,3.2
8174,.3.59.4........3...........64..8.....2.6.....3....4.1728..75..9........4..71..8.6,3.2
8175,....4...21.9....3....2.8.1..53...6...1.....79...136.....7....4...2..9....8.5.....,3.2
8176,8..6.1...7.....8.5....2..9.2....76...........49...6.2.....4.5..1.35.......2.6..49,3.2
8177,..89.......37...6574...51......1.........421....3.7.893.5.......1..9..2....2.....,3.2
8178,.28.7.3.....8.3..1....4.7....7.5148....6.7..........3...4..9.5.58.....7...1.2....,3.2
8179,.2.7....9..8.6.....6....4.793.8....2....39...2.5.....4754..8.......2...........1.,3.2
8180,1...7...5.2......3.5...96....6.23.81..........32.81...7...32.1..84...5.........9.,3.2
8181,.9..2...8.51.8...4..4.7.3.9..5....32.......4.23...56..1....7......4.9.....3..87..,3.2
8182,..7.....4........3...638....83..5..99...23..1.7.98.4..4..2..1.......1.95.........,3.2
8183,...7...5...2...9.3.3..1827...8..67......4.3......9..1......9..5..42.....8.657....,3.2
8184,...7.8....8..4.9.......16.5.6......9..2.7......73.9...7...2...41..5......5.18..2.,3.2
8185,..7..9.62.1..2..4...268.3..1....5.........93.7.6....25.8..4..9.....5...34....6...,3.2
8186,3....714.26...........68....498.....6.29.1..4.8.......5.....7.8.....3.1..2.1..6.9,3.2
8187,.....7....3.46....8.4..5.7..2.3...54.7..1......6.591..3.8.....9..1...6...9..4...1,3.2
8188,........8.873.6.4934.2.....1.......2..5..7.648......7...96...1.....9....753....9.,3.2
8189,9.....8.........5.5.16.879..3...19...6..4..7.7..5...3.67..1..8.....2....4.8..5...,3.2
8190,..5..9....1..85......26.9.313...........96..2.7....4.9............8..7..8.1....65,3.2
8191,........63.1.8.4.945....7.3.....184..13..2...7..8............7.1.85..6..6..41..9.,3.2
8192,......8...4.6.82..7...2.36521.3....9.5.........4.97......7.3..1....6.7....2.8..4.,3.2
8193,..2.......73....2.....24..5.3..85..6.6..7...87..3.1....2....6...56..84....9...1..,3.2
8194,...6.2...8.....5..12.9........5....4.7....89.53.........9..51...5...1.46..2..67..,3.2
8195,..32...9..7.36........8....7......542.....8.14.9....7..8...671......34..65.74....,3.2
8196,.6.4.......5.8.3...9..7........2.4..4781..9..1......67..36.2.......4..1.2..8.....,3.2
8197,...7...4.9....31..38.1..2....7.2....1.....432...6..5....64...19..35..7..7....1...,3.2
8198,67...4.5.5.43..7....3.1.4...........72.....4.4....68.9.....9..72..8...6.16.4..9..,3.2
8199,.5....1.......7.4382..1.5...1.9....65.26..8......3.......2.....4.3.8...2.6.......,3.2
8200,...3.....2.5.1...7..9..2...7.....5...4.17..8...8..9.6.9..7..6.281.92........3....,3.2
8201,3..4....29...5..7......7...1.3.......78.6.....5.2......6.....38..4.9..15...31.24.,3.2
8202,6.......55.2.9..1..14........7.........3.76...9..8....4..5..3....8.7..929..2.....,3.2
8203,....79..68.....94...514......328.1.4.6..9....4..5...........5.2.21...8.95......1.,3.2
8204,3......42..5..4..86....9...9...6.....2....83.758.....9..9.56...5...4.2......3..1.,3.2
8205,..2..14.7...5...6.....762.91........2.7....3168....9..9...6...8..6....2....81...5,3.2
8206,..9...47..8..79....5...4....176..85......8.316....2...82....3....5....6.....2...4,3.2
8207,8.7.......1...5.366..2......7.4..2....5..6..1....1.8..2...7...5.....1..3..4......,3.2
8208,....7.8..1..8.........51.4...79..5...82...79...3..82....1..53.6....2...5.2.......,3.2
8209,2.9....3..56.13..43.72..........4.9....53...1......623....6......4.....6....81..9,3.2
8210,..5....4....2..1..7...31..651..6....9.....38..7...2..........7....9..8...8.37.2..,3.2
8211,.3.9.45......2...1......46..41.38..2..3.......8.1.....7.93...5....4.......2..71..,3.2
8212,....26.714...1.......5...6..4..3..2.......53.7....1....6...2.9...3.6.....7...925.,3.2
8213,5.9.....367.9...8..3..5...........9......1.38.5.2..17...6..8.1.8...97....2.......,3.2
8214,7.3.....5.9.2.78....28.....2.9....714............9..5....7..6...6..8...99.5..6...,3.2
8215,...56.......9....4..47....2....123..1...9.....5....41....2.8....43...1...7.....6.,3.2
8216,...2.....23..678..6...9.7.51.....9......4.5.14..3.1...32..7.4.....4...9..7...6...,3.2
8217,21...........93.....51..637.2..79..51.....74....8.....45..6..2.....3......7.....4,3.2
8218,1..4....7.8.3..1..7.95.....3.........1..6....52..48..6...6.1.53....7.4.........8.,3.2
8219,5....4.7..4.2.......8.......247..1.6..36.2..5....4....98..7.2..7.58.........1.7..,3.2
8220,....6.....4.9.8.....34.52........3.83.........51.8........7.19.5.......2..73.9.56,3.2
8221,..173...2....92...6.....3......4.....7.....1...9.5...3.47...6.9...8..24.8..9....7,3.2
8222,.1..8...93..25.....5...62..........8...345......9..3.7..9.2.78..3.....14.........,3.2
8223,.7...........5.26...192......52....48.....62...3.94.........3716...7354..........,3.2
8224,.173........65...........9..2.7..6..........3.3...24.59..41.7..57....2....3...5..,3.2
8225,.......1.....9.7....46......4..6..7...84.3..6..2.1.8....58..........9..8.1..3.62.,3.2
8226,9...6.587.......9.75..9.2.....147..91....3....4.....5....52..7.....7..2..8....6..,3.2
8227,...........1.8453.6...1..4......93..2..1....68....67...6.3.8.....2......7.32..1..,3.2
8228,..1.2.89.5..8.....6....3.....298.1......62.7.........4..649....3....6.49...3..7..,3.2
8229,4.7.2.1..3.......2...6...7....3..5.4...4...3.....6.........4..1.89.7.....6.9.12..,3.2
8230,57..2.9.....86..35..8......4.5..6....2.....4..87..5.6.........1....728...19...4.7,3.2
8231,.64.............9.1.96.3..75..1.7.....2.89.1......2..93..4...8.........16....17.2,3.2
8232,...2.9.......14..5.2.7..4..19.....5.3..9.....8...7..3...3...67...81.59..2..3...8.,3.2
8233,.....28....59..4...3.4..5................16.9192..63..8..5...6.6..82.14.9........,3.2
8234,..386..9.......5......4.176..13.49..85.9........6....57.9..8......1....2..5...8..,3.2
8235,...4.......8917....1.62.8....7...412.....163........7..2.......8..2.5..13.1....9.,3.2
8236,..652..4.74...8.6...........3...7.9......9.76...2....5.7....41..5........1.3...27,3.2
8237,64..7.......41.3.6........9.....2..823.7..6...75.8.9....3.4......7..1..2....5....,3.2
8238,...65.4...9...7..3.3...1....1.3..5.....1.6.2.4...8..7...9.....77....8..985....6..,3.2
8239,7...2.35.5....1.....96..81.1...6.4....47.8...2.......6..24.7......18.5.........73,3.2
8240,.1..2.....327.14....4.9..........1.........78...48.2.6..79.....2.3...5.7.....561.,3.2
8241,.5..6..47......8.....3.419..9.5.........4..7.46..17..2..8..2...175.9............8,3.2
8242,6...........3...6.71.2..4.51....4..........81.856....3.....3.27.7.8...5.32..9....,3.2
8243,.....1.5..4..5.87.3.6...1.....76..9....1.....9.8...6........7.2..59.....462.....9,3.2
8244,....23.......91......78..19.89.....456.....23..7.1.9.....47......4..9.68....5.3..,3.2
8245,19........2.3..764.3.....8...51....7...4..8....9..2.......8..2...3.4......27.1.95,3.2
8246,...3.1.9...7..5......28...62..81...4561......8.3...2.......4.......7.3..9...3.8..,3.2
8247,.1......84..8372..7......5..39.8....27...4.....1....29.8..4..62.6.1...7.1....3...,3.2
8248,...97......9..3..2.8...1........742...5.....1.13....8....62.7.36....8....2..9.6..,3.2
8249,..4..731.....9...7..615.......8....21...73........58...13.8..6..8....7..5......9.,3.2
8250,35...48......2.43...7..9..5.3...2.4..1.5.3.8........6...........2...8.1...6.9...3,3.2
8251,.2.4...5.6.......9.....7.26..1.8.....4.735.........93...2..48.5..9...1.....8...7.,3.2
8252,...6..9......73.1.2....5.3..37.....6..643......8...47.5....6..8.8.9..........4...,3.2
8253,.3..52...5....34.88.71.........9.....6...5..3...68......1.3...4..82..16.......5..,3.2
8254,...89.3...84..5.7.6.17.....4.8.5...1..2.6...3...4....63.........15..3..7......8..,3.2
8255,58..1..3..6.8..15..2..6.4..17..8.9.....2...642....7.8.75..2.....9.7.......3......,3.2
8256,..3....191..6.8..2.8.......9....7.......8..5..3..1.7...52.....3......9.4..7.32...,3.2
8257,.......3.....85....1.9.6..8.8.....291...5......6.2.7....9..15.3..8.634.........6.,3.2
8258,83..4...5....9.....71...8..41..8.2....62.............6.....8.3....5.4.2.3..6..41.,3.2
8259,.5....4.1...3........1..25.3....16...2...8...87..3.1.49...5...8.4.2.7..5.......4.,3.2
8260,....5...3...8..9.49...31.....1..826..2....14.8..........8.15..9..7...4..15.4.7...,3.2
8261,...3.....7.4...6...9....72...1.8.3....32...1..6...9..51.....29.8...6.....7.4.2...,3.2
8262,.5..4....82..1..4..9367...........2....5814..1..3..86.....569..2.7.........2...1.,3.2
8263,7.4...5.........968.....2........8..41...3..7....9..3..3..1..6....7....1..752....,3.2
8264,9.......2..4.5..7..2...3......58.....3.942..8......7..3....81...124.....6.....5..,3.2
8265,....6...3.39..74..4.....8.......3.9.51.....7..8.....6...4.58.....29.....8...7....,3.2
8266,.1...8.......5.7.63..9..........12..4..89......9..6.54.2.4....868..........1...9.,3.2
8267,...7..2.6...1.8.5..3...5.8.15.....9..8.3..6..9.....4.......1.4..9...27.....45....,3.2
8268,.3....1.22..5......1...39...9.....4.1......3...6.1..9......5.......9..6872...63..,3.2
8269,....7.2.6..1.36......5......15.28..3.9.6.....7.21.....3.7..5.89..89.....95.....4.,3.2
8270,5.....96.71.....3.....51.78.2..961..95..3.2.........9..6..2......4..7...8....9...,3.2
8271,1....9..8..2.....4...5.7..63.5.8..6...72........9.6.2.91.............7...4...2.8.,3.2
8272,....4...6..3..24..1.4..6.9...2.39.......1...7......35.7.9.5.84......8..28.6......,3.2
8273,......7.4...3..9..89.........1.2.....74.....1....5.......8.....6.9...2....2.7341.,3.2
8274,49572..6....8.52.......9.....4....7......732.9.3.1...4......7..681.........6....3,3.2
8275,8....5.......49.7..56..8.....5...3.....3.1..43.....6.1....1.8....2.....76.74...9.,3.2
8276,5..6..81........75.....26..1..87..56....4.....6..1....6983.............1.5....93.,3.2
8277,....7.38........4..6.24...7.7...3...5.1..9.7...48....93.....6....8....516....2...,3.2
8278,.6......9.9.2..8......5...6...54......2..35..41.8..3.2...97...5.7.....1.3.9......,3.2
8279,..9...6..........147...693...7..9..5...1..7..8.16........923..43.....8.......4.16,3.2
8280,....835....29..3...1......4.....2.5..28...4...5983.26...7.6.....4...1..7....5....,3.2
8281,5...4.91..3....8.5..4...7.......2..6....1..57.....84..4...9...12..........87.5.9.,3.2
8282,5..9...2.9..4......2....68....8.21..8.571......4..57...79.5.......1...7...2.3....,3.2
8283,.4.....19.73...42........3.8.759....5..6...8..3...2....1..7..94....1.7.....8.....,3.2
8284,5......68..3.26......53.9...5217...64...6..2.37..........9...1...4.1.........28.7,3.2
8285,1.7.5.........9..295....6...24..7.8....32..6.....857..8.14............9...9..6..7,3.2
8286,.......8..8491..7....28.9..93...6...5..1...3.....9..4...6.....3..1..38.....52....,3.2
8287,98.1.....2..7.9.....4.6.27......4..8....136.......7.34......1.6.9.5....75.6......,3.2
8288,....8.1...6...49..4......32.8...97....24.1.9...6.......7.......5...168...1.8....3,3.2
8289,......8..8..15.....1..9..6...58..9..6...4.........9..2..9.37.16......4..763......,3.2
8290,.7.5....42...1...3.5.8............6..69....7.....3..126.5......4....8..1.2715....,3.2
8291,.9.......5..7...6..84...9....1..65..6...5...4....2...3..8..1.9....673.....3......,3.2
8292,..5.7..6.2....1......2.419.52......9.86....1...7.92........7.3.6.81..7........5..,3.2
8293,......12...4653.........36.6.1......3..9...4..9.83.....2...8.7..85.4.9.2.........,3.2
8294,7.....9.8....9..3..3...74.5...38...28..9.......2.1.......5......6..4.....14.2.5.7,3.2
8295,932.......5....739......4...7.5.21..69......3...8........3.7.61.6..8....2.3..9..8,3.2
8296,.....53.4.1....7.....7...8.1..23...5.2.1.6...9.4....2....45..1.7..8..4.......7.6.,3.2
8297,.2...39.51.....24...4....3.....758......9......1.....7.9.4.....87....5.......6..2,3.2
8298,..8.2..9.6......1...97.4......6....91...3..25.37...6...7.5.3...2.49.6.......7....,3.2
8299,3.....9.66...51.2........1....9.4.....2.....19.813...582.....5.......8...9.4...63,3.2
8300,....8..1.395......6..2...9...9...3....2.6....56...2....8...71.9.....3....5.....68,3.2
8301,........2.3..2.6.71......9...129...4....3.....4..5..36..84...29.637.2.5....58....,3.2
8302,..52.3.8.3..8....9.7..163..43..........5..6......49..7.8..21.....2...1...5.....6.,3.2
8303,428..35........36.3...5......9..5..4..47.2......3..67...14....65......9...2..9...,3.2
8304,......46..64...3....38....12.83.5...5.7.6..989.......36..1.9.....5..........8...9,3.2
8305,....7.......2..86.6..8....3.51...7...8...9...7..4.....8............589.1..4...2.6,3.2
8306,2.....91.3174...8.....5.7.....7...3...1.4....8..1.3....28...3.6..6..4.7......92..,3.2
8307,.5......6...194..7......1..81..7.9.3..743....4......1......6......8.....6.9..28.5,3.2
8308,.4......5.5..84.9....7.....4.....1...25....8.1..3.6..4...17..3..8...2.4.6.....9..,3.2
8309,.2.31...6.51...3........81.8......9.3....4....9...82...165..........97.5.......8.,3.2
8310,.791.68....4....5..6........3.2......8....7.95.1..7.....3.1.9.....4...2.7......38,3.2
8311,.9....6...561.....1.......5...6.8........1..6..7.5214.68....95..2.7......19...8..,3.2
8312,..7..13..........4...35..7.9..7...8.64.......1..9...25.95....3.73..6.1..........8,3.2
8313,..5...9....8.6....96..87....1....4....4.761.9....3..5..3.8............2..2...134.,3.2
8314,.1.45.6........78.9....6...1.9....4..3..7...2..2..9.......8.......3..82.36..1....,3.2
8315,24......365.......3..2...6..6.1..74.4.........3..5.2...7.8.4.1.....6..2.1..5.76..,3.2
8316,..3.....9.1..7.4...4....2.8....25...294..73..7............8.6..3.7..681.4..1.....,3.2
8317,9.5...4...48..7..23..4..6.....39824.7.......5...........7..6....8...2......71...8,3.2
8318,....2.....7.4..6.1.1.59...7...6....375...3.4..4...2.....2............4.6.3..1.8..,3.2
8319,2.34..5...8...9...9..2..8...5..3.....37...64..2...8..15.....2....1...........7.93,3.2
8320,5...1.4......3.6.1........3..5.9....23......59...71.....8....96..1..7....69..4...,3.2
8321,....98...19......2..54.....9...74........1.67.6.....3...178...6..6...72.5.......4,3.2
8322,........6...2.49.8..468...3......3..3.8.......7.5...6.24..61.....94.2.7.1.7......,3.2
8323,1..2.7.5.2..1..6.4...3.91...6...1...7....59.....7...6184....5....5.7.....7.....93,3.2
8324,....9.6....5.......1.4.32....7.....3..31.....8..2..5.....9.4....5...234...4...856,3.2
8325,.2...5471..1....3......2..8..8..6.42.6..3.........739.6.........12...6.3.37.5....,3.2
8326,.2.5.......7...6.48......7..5...9.....9....1673.....2............41..8.9..26.81..,3.2
8327,4..65............6....891.5..9..18.....9...3783.........4.7...89..1..7..57....4.3,3.2
8328,91......6.6..41...............8..6.3...36..72.4.....8.7....3.....2..81....9.1...5,3.2
8329,.8...5.....1...7.9..64..5..8...9.6...3...19...6.78.3..4.2.....7....5...4.7....26.,3.2
8330,...2.6.8.3.8..91.......7.6..........19..72.....7..1.9...3.9........4..178....3..6,3.2
8331,.......19.2...1..6.3...27.......3..75..4.8...483..........6.9...56.34...1...2....,3.2
8332,.....5..7.4.......1...8...6..9...84.8.624.7....1...3....3.1.....2...3...9.4.6...8,3.2
8333,...8....6....16.2.......495..8.7.....96..8.3..3......9.69....57...5.7..25.....91.,3.2
8334,4.1............3...79.5...1.8....6291..8....5.2...7....6..3..58...465..7...2.....,3.2
8335,2.9.1.7.....3..5....4.7...2.1....4.8....8.97..4.7..3....1.3...93.8.2.......6.....,3.2
8336,....5..2.8.....6.5.......84.....71...1..96.4.32............95..2......7.47.8.1..9,3.2
8337,..61....5....5.87...2..8...2.14....34..2..5.......3.2.8.4.1.7...5..4.........9..6,3.2
8338,..463...1.........7....8......5.9..8.......7.318....4.163..5...4...6..5...9..1..2,3.2
8339,...57.1..1.8.3.7...7.6...2.....6..5...6314...4..2.....2....9....6......4...85...1,3.2
8340,.145....8....9...75....13...4.3.....8....6..5921...4......8.67.4........2.94.....,3.2
8341,..2.....6.4.7...8..5...2.....537....7...18.4....4..6....3..1.94.........1..28..5.,3.2
8342,....8....91.....2.73...9....6..4...7...1.7583..3.....9..65....4...3...7.......3..,3.2
8343,15....9.8..3.4..2...........38.....1....7.65....3.......54.1......8.9.42..9.5....,3.2
8344,281.4.9.6.5.........3.6...7...415......2..1..5......8..........6..1.8........6349,3.2
8345,5..6......3..2.57.8...94.6..1.......4.2.6.........96.....85..43.....7....9......8,3.2
8346,.6...9..4.5........31.87..2...4..3.7....382.........9..84...5...2.7.6.8.....2....,3.2
8347,......2.9.....1.4.3...6.....9.7.6.838.1..5............7.24....11....8.9.4..1..857,3.2
8348,.7....86.1..9.........57.3.9271.3.....5.4.....6.2......3......6....14.2.6.2....9.,3.2
8349,.93.............9.1.5..7.848...9.57.3....2..8...1............6..6....9.1.145.....,3.2
8350,83....74......4.8.....26..5..7.....9...1..2....49.....5837..6....9..5...7..68....,3.2
8351,....8..29....76...3...4....24.3...17.....1...5..7..38..19.3.84...3...2.5.........,3.2
8352,19.7...6.........76.8..923....3.789...1.....6...84.7.....6.....3.5.......2.5.3...,3.2
8353,.43..9.1..........7.62........7...2....5.498.9..6..7....1...89.6...2..5.8.....3..,3.2
8354,.......3...7..8..5...7..826.6.2..5...79.35.4..5..6.3.814.....6..95............2.4,3.2
8355,1......5.....17.3....8.2.4...14.....63.....89.5..9.7........87..7..65.....2.....3,3.2
8356,23.......71.........5.4..72.....863....63.12....1...89.584.2.....1.9...83........,3.2
8357,.3..........5..3.7.....2.4.47..3.....6..8.....9...6571..392...47...1.96.......8..,3.2
8358,....6.3......2.......3.5...7.....4...8..967....1.8.5.36.5..8.4.........1.23.7.9.8,3.2
8359,1...2..8...9..3712....7...34........38.195....6........2.4..1.5....57.2...3...6..,3.2
8360,.4.....2.7..3..5...56.78.1..9....2......6...848..2..5...7.3..8....8..17..6..1....,3.2
8361,6.83..9..........59.3..5.48.4....2....6..3...7.5..............9...21.6.3.1.4.....,3.2
8362,2.......637..2.........1.586....35....7.........648....1........4.29......2.8..4.,3.2
8363,5..4..6.......7..2......9.89....3..7...7..46.6.8...1.9.....4..6...57.8...9..687..,3.2
8364,38......6.......9..6....2....2.1..4......56.9..94....3.7.23...8....4.....269.1...,3.2
8365,...7.8...4.2..69.......2.6..6.587.......9.7..........35.....24..81..43..94.......,3.2
8366,8.......6....2.953.945........9..3....1....8.....73..1..8..51..4...1.5..7......2.,3.2
8367,.7..4...5....1..9....8.5......4.....1.5..7....9...6.3....38..6.7.4...1..9.8...5..,3.2
8368,...8....65.91...4...4.96.2..2...7.8.8...1...9...4.....7.......3....4.1...5...8...,3.2
8369,.4...59...6.1.7..8.......3.2..7..5...5.....6.7.1.......3..26.7.4......8...8..3..9,3.2
8370,....24..97.89.......1.3....2.....3...64.8.......65...43..7...6...2...57.6........,3.2
8371,.......97..3.9..4.....15....7..2..6...96.4..8.....79358.4.....2.3.......6.5.3...9,3.2
8372,...4..27..682.........5...9...6....8.345...2.68...7..4.......6.5...6..3219.......,3.2
8373,93...54.7..5.......2...86..2..5.6...5.4..9.6.......7...92..7..4..........7.6....1,3.2
8374,.....74.....2....52.651.9....8.9..5..7.62....5...4.6..9...7........58..14.......9,3.2
8375,..9...8.....1.6.75...2..6..9.3.6...1....419..5....9.6.13.........7....5..6.4....8,3.2
8376,......7.8.1..48..........1.......46..826.1..7..79.....5...7.8.....8.56..73.1.9...,3.2
8377,2...5.8.......23....8..7...7..4.....9.....283..519.........953...3....67.1....9..,3.2
8378,6439.....1...67.....53........2.8..57......1.....9..4....8...62.8..2.3.......6..7,3.2
8379,6.........81..3...4.97.........9.72...4..6.3.5..8...9.....728.........4.2.75..3..,3.2
8380,8..29......7.54.3..6....9....893...5.21......5..47.....72...1.9.......4.1.....7.8,3.2
8381,.3725...6.5.8....4.6.....2..72.94....43.1.......3.....1......37...67...2...1...9.,3.2
8382,.....4...1.....7.25..23.9..7.2..58.....7..5......8....68..7..9..7.4....14...53...,3.2
8383,.4.2...95........27...3..4.186......4....32..9....7.6...5..6..7...94.8.......2...,3.2
8384,...695.8.......4.5.......3.52.31.6.93....62....4......29.4...7....1.98..6...7....,3.2
8385,86.7.4..9.4.....5.......7...1......87..9.8.34...176.....3....61...8........6..5..,3.2
8386,.......3..87.6.54.4.3..57...2......6.4..5..7....8....913..2.8.....681............,3.2
8387,6..8..4.3....94..7.5....9...71.8..2...8.36...4..............1.5..32.....94.1.....,3.2
8388,17....8...8.3.59....4.....5..841.........3.8...9..24.6..6.2....7..54..9.........4,3.2
8389,.72....9.9..57.......4.9.1.3....5...856.1...4....8.....9.3..1..........2..3..158.,3.2
8390,4.3.......6....7.3....6.8....842....5.4..3.7.3....51.8........9....7.3.295.8.....,3.2
8391,..7.8..1..31....2..85...7......51.7....7.4.......6...3....1......834.5.9.549.....,3.2
8392,8...2...11....42.9..53.1.8....58.9....1..3...6........9..1..8..2...4......6....3.,3.2
8393,.9..5.2.......4..72.36......5..2.....78.6.3..9...8..5...6......8......41...14....,3.2
8394,......462...17....2....5....7.....5.1..3.8..6...2...9.4...139..3.5........9......,3.2
8395,8.............9.74.6.5......9.3.845..5..9.63.........8.16.3....9.2..1...7..8....1,3.2
8396,...3..4..83...7....64..2.5..7..8.....98.6....6..7....1.....5..2.....49.69.....1..,3.2
8397,8.9..24.74..........1.4.9.3.853...1....6...9.....91..4.28.5....1....98......6....,3.2
8398,.2....7...1....9..8....2..4..6.5...7..4..1.6.1.87...3....346.......7.5....9......,3.2
8399,.1....4.8......3.73.8.5.62...24..1.....6.7..9..5..9........27...518.....4.7......,3.2
8400,........35...4.....87...64...3.79.6..2.1.6.39.........94..3...5..2.....1.....5...,3.2
8401,.37....6...6.3.4.28......53..34..7..1...86.......1.9.5.....7....51....2..2......8,3.2
8402,...3....1..7.8..4...9........4....377..5.4...28..73......95.1....5..8.2..68..74..,3.2
8403,.8..2.6..7..6..5..4.6..9.7...9..1.64..7....5..1............791..5.23........9..3.,3.2
8404,.745........3.694...1.....6..3...2.5...26...9.8...5....574......9.....1......7..4,3.2
8405,..51.....39.7....8..4...6......3..6...3..14..5....4.71...............98.1.6.23...,3.2
8406,....41.37...8.65...7......2..16..2.3..9..5.1.8......4..3.5...694...6.........9...,3.2
8407,..18...632...7.8.......3...4...9...53.9..52.....2...4.7.51...........4.1.86....5.,3.2
8408,6.8.3........2..73......18..6......7..9.7..1.7..8..6.5.163.2...3..1..9..2..5.....,3.2
8409,..........4..7..2.3.....6.1.....3...1..6.49.5....1..4..8.2453...72......5.6......,3.2
8410,3.5.8.....9.7.3...8....1....2.4..73...1....5...7...8...5...23..7..3.5..6....1..2.,3.2
8411,4..7....82....59.......3..5....58.9.56....4....3..96......74.3....1.....18.......,3.2
8412,...9..6...81.3...2....8...4873..4........37..2.96.....9...4..73.4....5..31.......,3.2
8413,..4....1.....5...9.1.23.....7.9.56......1.4..9.....2..7.1.9.........896..6.57....,3.2
8414,..9.62.3..84....5...6.8..1..5.........367...5..73...2.9.....1......172.....4...7.,3.2
8415,..3....47...........8...3.5....5...8....72..6.94..12...82.94......8.79.....2...3.,3.2
8416,.8..497...7..5..1.........3..4.9...7...6........8.7.92......1....6....5.1....69..,3.2
8417,...9...86..5...23...641.....7....9...2..85.1....3.....2.96.7.............375.....,3.2
8418,.9.......5.......2..21...9...156.9.....2..8...6..4.3..2.87.......9..4.7...4....81,3.2
8419,.3.......7.6.4.39.....6.8.....2..9.6.87....4.6....3......8...7...27.6..5..3.1....,3.2
8420,...........57..86..7.8...49.6.95..2..1..8......2..34..4..6.8.5.9...2.....58...7..,3.2
8421,1...5.8....8..9.1...7...4..34.7....5.......6...23.1.....42..9.......4......83...7,3.2
8422,....9.2..6...5...48.54.......8.7...6.6....41..9......3.7..........6....79...87.52,3.2
8423,........3..51..47..2..7..966.8.29..1.....43....3.5..4....8....7.9....6..51.......,3.2
8424,.......2.9.4....6.5..3...............1..89..72...65.8.69.4..5....8.7.....5..2...1,3.2
8425,85.....9...3.871..42..16.......3....3....2.5..9.1..4........2..28.....43..4.63...,3.2
8426,.8...6....1.3...4.4..52..8...6..9..1....647........9..1...738...3.....2.8.5....1.,3.2
8427,..4......3...5..78851..6.....7.94.8..6.3.......21....4.....7......2..639........5,3.2
8428,6...8...1..2.....69..3...8.3....7....6....243......5..7...95.....3.......4.27.9..,3.2
8429,.......38..9..21....5.6..74.3..8....5..2.1.......43..7.1.7.....6.49...13.......4.,3.2
8430,.4.6....9.2......3..9.1.46897...2.8...8..59.............3.9..7..8...4...7...6...4,3.2
8431,..8..1..393....1.8.2...........4..565.....7...8.1.94.....72............9..14.36..,3.2
8432,..73....4....5983......2...92......1...2....7.....64...73.4..5....5..7...5.92..4.,3.2
8433,....8.9.1.....9..21....2.5.7.624....2.......64.9...8..5.3.6.1.....5..........4..9,3.2
8434,.5..3.7..3......28.7....6........4.66...7...5..2..4.8.92.8.......6.9...4.1.....3.,3.2
8435,6....5......23.5.6...4.7.38..18...64..76......3...9.82.......5..8.3...4.........7,3.2
8436,.....3..89..6....762.5..4.95...367.............48.9.5.71..........25.........89.4,3.2
8437,......7.4.1.74....3......19.5..23............92...6...2..1..4.8...4.56...61....3.,3.2
8438,9..5..7..2....1....4..7..58......846..2...9.7.6........7..4.5.1...6....93...1..7.,3.2
8439,.6........9..85..412....39..32..45......79..............9..7.1...65...8..5....6.3,3.2
8440,.5....7.1.21....4.3.7..4.......9.3...8....2.9.1..6.......9.7.3.....42..88..35....,3.2
8441,.3..8...9.5....28.........4.8....17...71..4....1.59..3.78.6...2..2...6...9..4....,3.2
8442,...6.18..27...3..5..8.....4....52..6......1.2...7..45..39......5...486.3..4.3....,3.2
8443,....9..4..91.8..5..6......2.5.67..8...7...2.14...........4..71.6..1..3.......3...,3.2
8444,.....834........1..5...6....8.56...9.4............7.62....8..2.6..1....52.3......,3.2
8445,9...53..8.....2.7...3..4..68...3.6..6.........14....525.7.......2..97.8.....4....,3.2
8446,5.2....17...5....8...2.7....9....63....8...7.4..12..9..2..8......17....3..3..4..6,3.2
8447,..1.....9....78....64.........2...96.....5.2.3...1....8...93.....35.7.8.52.....4.,3.2
8448,.3.2.....8....6.1..1...4.6..7..5.8........3..4.8..9....5..7....3.......16.2....4.,3.2
8449,.......4....9.4..65..72..........9.8.8....7.5.9...8.1.8.9.7..6..7..3....156.....7,3.2
8450,.8.1........92.6.........247....8..9..6..1.7.95.7....18....6....41...53...3......,3.2
8451,3....96......378...49.................5.6.7....287...42..5..3...84...9...1.....57,3.2
8452,.4.7.2...2.7.6...8.........7.4..1.6...2..8.1.98...3.......1.9.....2..4.....9.63..,3.2
8453,.....5..91...........6..258...43.6...2..7.1..4.7.2..8......8....51..7.....9.6...7,3.2
8454,.63...7...1.3..92...7..1.8..9.4..........831...61.28.7.7...52.82.5.4.............,3.2
8455,52....1.6..4......93..7..........2.....56.......482.37..67.59.4.........7...963.2,3.2
8456,......2.5.....4.9.4..7.......7.5...11.283.5........8....928.7....1.75...3........,3.2
8457,.1...5...9...6.......38.16.38....6.75.....2....4.2.9...23.9.4.....6.2.......7...9,3.2
8458,.....753.....6..8..45.13.......2..61...75.3...8.......2.49.....5.7..1..9.6.......,3.2
8459,..6.......4.....71...91..8..8..7.....31.2...62..156...5.7...8................3..4,3.2
